Loads;Heating;Cooling
Q_opaque;2174.45707723;962.131089775
Q_windows;1269.7848;1848.94495772
Q_below;0.0;0.0
Q_internalGain;0.0;540.8
Q_infiltVentilation;2294.7427104;427.3497732
Q_distribLosses;918.0;1020.0
Q_sensible_tot;6656.98458763;4799.2258207
Q_latent;0.0;610.200308641
